500.0,839.0,501.98857593536377,41.0
489.0,824.0,402.8815908432007,41.0
500.0,849.0,424.9077847003937,41.0
488.0,828.0,420.8241090774536,41.0
506.0,866.0,459.5720543861389,42.0
491.0,838.0,442.74559688568115,41.0
506.0,849.0,435.7138533592224,42.0
506.0,859.0,470.41425919532776,42.0
493.0,849.0,481.53457498550415,41.0
510.0,871.0,464.1818652153015,42.0
489.0,829.0,416.92783999443054,41.0
507.0,862.0,437.73757123947144,42.0
491.0,832.0,422.1749105453491,41.0
492.0,836.0,422.90842866897583,41.0
484.0,796.0,408.9780526161194,41.0
508.0,827.0,419.46455001831055,42.0
485.0,810.0,395.22858595848083,41.0
505.0,853.0,401.7157373428345,42.0
483.0,812.0,438.919974565506,41.0
482.0,795.0,427.651487827301,41.0
493.0,833.0,404.93510007858276,41.0
505.0,867.0,419.88610434532166,42.0
507.0,891.0,418.71113777160645,42.0
506.0,868.0,466.76641488075256,42.0
505.0,846.0,440.9572916030884,42.0
510.0,886.0,468.6295394897461,42.0
493.0,814.0,402.2577176094055,41.0
500.0,825.0,421.21044993400574,41.0
510.0,879.0,448.31640625,42.0
491.0,830.0,431.2218713760376,41.0
491.0,825.0,408.1260941028595,41.0
507.0,877.0,457.0582764148712,42.0
483.0,791.0,418.2165870666504,41.0
515.0,914.0,536.7744386196136,42.0
481.0,788.0,445.32232332229614,41.0
490.0,821.0,420.382860660553,41.0
485.0,817.0,399.3295509815216,41.0
509.0,848.0,419.36188793182373,42.0
507.0,868.0,422.3014976978302,42.0
505.0,836.0,403.3138394355774,42.0
482.0,787.0,394.6370768547058,41.0
508.0,868.0,436.2753789424896,42.0
488.0,813.0,397.44564604759216,41.0
491.0,822.0,411.0537509918213,41.0
507.0,862.0,426.0780715942383,42.0
492.0,806.0,441.88866567611694,41.0
508.0,869.0,439.8143632411957,42.0
506.0,877.0,509.42267966270447,42.0
485.0,824.0,444.4814703464508,41.0
506.0,874.0,422.3133764266968,42.0
482.0,786.0,382.79917907714844,41.0
507.0,861.0,428.29560589790344,42.0
512.0,916.0,447.6358411312103,42.0
515.0,897.0,421.3047103881836,42.0
507.0,859.0,406.05367159843445,42.0
488.0,819.0,407.1526300907135,41.0
488.0,833.0,420.22107887268066,41.0
492.0,829.0,439.2016656398773,41.0
485.0,795.0,408.8848910331726,41.0
505.0,855.0,402.99249720573425,42.0
487.0,810.0,411.27072501182556,41.0
492.0,832.0,414.31120777130127,41.0
500.0,855.0,434.5678172111511,41.0
513.0,892.0,427.90186858177185,42.0
